"Datum","Registratienummer","Productnaam"
"15-11-2021","RVG  127914","Olmesartan medoxomil/Amlodipine/HCT Innovis, 20mg/5mg/12,5mg filmomhulde tabletten"
"15-11-2021","RVG  127916","Olmesartan medoxomil/Amlodipine/HCT Innovis, 40mg/10mg/12,5mg filmomhulde tabletten"
"15-11-2021","RVG  127918","Olmesartan medoxomil/Amlodipine/HCT Innovis, 40mg/10mg/25mg filmomhulde tabletten"
"15-11-2021","RVG  127915","Olmesartan medoxomil/Amlodipine/HCT Innovis, 40mg/5mg/12,5mg filmomhulde tabletten"
"15-11-2021","RVG  127917","Olmesartan medoxomil/Amlodipine/HCT Innovis, 40mg/5mg/25mg filmomhulde tabletten"
"24-11-2021","RVG  128454//00278","Orgametril 5 mg, tabletten"
"15-11-2021","RVG  128905//115340","Pneumovax 23, oplossing voor injectie in een voorgevulde spuit"
"23-11-2021","RVG  129193//115340","Pneumovax 23, oplossing voor injectie in een voorgevulde spuit"
"17-11-2021","RVG  128044","Renixola 200 mg, filmomhulde tabletten"
"24-11-2021","RVG  126645","Rosuvastatine SUN 10 mg harde capsules"
"24-11-2021","RVG  126646","Rosuvastatine SUN 20 mg harde capsules"
"24-11-2021","RVG  126647","Rosuvastatine SUN 40 mg harde capsules"
"24-11-2021","RVG  126644","Rosuvastatine SUN 5 mg harde capsules"
"17-11-2021","RVG  127669","Soluprick SQ Berkpollen 10.000 BU/ml, oplossing voor huidpriktest"
"17-11-2021","RVG  127678","Soluprick SQ Bijengif 10-100-300 microgram/ml, oplossing voor huidpriktest"
"17-11-2021","RVG  127672","Soluprick SQ Bijvoetpollen 10.000 BU/ml, oplossing voor huidpriktest"
"17-11-2021","RVG  127674","Soluprick SQ D. farinae huisstofmijten 10.000 BU/ml, oplossing voor huidpriktest"
"17-11-2021","RVG  127673","Soluprick SQ D. pteronyssinus huisstofmijten 10.000 BU/ml, oplossing voor huidpriktest"
"17-11-2021","RVG  127676","Soluprick SQ Hondepithelia 10.000 BU/ml, oplossing voor huidpriktest"
"17-11-2021","RVG  127677","Soluprick SQ Katepithelia 10.000 BU/ml, oplossing voor huidpriktest"
"17-11-2021","RVG  127671","Soluprick SQ Timotheegraspollen 10.000 BU/ml, oplossing voor huidpriktest"
"17-11-2021","RVG  127679","Soluprick SQ Wespengif 10-100-300 microgram/ml, oplossing voor huidpriktest"
"19-11-2021","RVG  126882","Tovastibe 10 mg/10 mg, filmomhulde tabletten"
"19-11-2021","RVG  126883","Tovastibe 10 mg/20 mg, filmomhulde tabletten"
"19-11-2021","RVG  126884","Tovastibe 10 mg/40 mg, filmomhulde tabletten"
"19-11-2021","RVG  126885","Tovastibe 10 mg/80 mg, filmomhulde tabletten"
"24-11-2021","RVG  128189//31377","Voltaren Emulgel 1.16 % gel, gel 11.6 mg/g"
"24-11-2021","RVG  128190//117734","Voltaren Emulgel Extra Sterk 2,32% gel"
"17-11-2021","RVG  126930","Weldinin 200 mg, filmomhulde tabletten"
